Cut	FaceIndex	Character
ep2.mov.Scene-519-OUT	00	Samwell Tarly
ep2.mov.Scene-520-IN	00	Unknown Person
ep2.mov.Scene-119-IN	00	Daenerys Targaryen
ep2.mov.Scene-119-OUT	00	Daenerys Targaryen
ep2.mov.Scene-121-OUT	00	Unknown Person
ep2.mov.Scene-122-IN	00	Daenerys Targaryen
ep2.mov.Scene-379-OUT	00	Olenna Tyrell
ep2.mov.Scene-381-OUT	00	Olenna Tyrell
ep2.mov.Scene-382-OUT	00	Daenerys Targaryen
ep2.mov.Scene-384-IN	00	Daenerys Targaryen
ep2.mov.Scene-588-IN	00	Arya Stark
ep2.mov.Scene-589-IN	00	Arya Stark
ep2.mov.Scene-589-OUT	00	Arya Stark
ep2.mov.Scene-590-OUT	00	Unknown - not a face
ep2.mov.Scene-591-IN	00	Arya Stark
ep2.mov.Scene-592-OUT	00	Unknown Person
ep2.mov.Scene-592-OUT	01	Unknown Person
ep2.mov.Scene-757-OUT	01	Unknown Person____Unknown - not a face
ep2.mov.Scene-758-IN	00	Unknown Person
ep2.mov.Scene-763-IN	00	Yara Greyjoy
ep2.mov.Scene-651-IN	00	Jon Snow
ep2.mov.Scene-651-OUT	00	Jon Snow
ep2.mov.Scene-652-IN	00	Sansa Stark
ep2.mov.Scene-081-OUT	00	Daenerys Targaryen
ep2.mov.Scene-082-IN	00	Tyrion Lannister
ep2.mov.Scene-082-OUT	00	Tyrion Lannister
ep2.mov.Scene-083-IN	00	Daenerys Targaryen
ep2.mov.Scene-083-OUT	00	Daenerys Targaryen
ep2.mov.Scene-085-IN	00	Daenerys Targaryen
ep2.mov.Scene-734-OUT	00	Yara Greyjoy
ep2.mov.Scene-734-OUT	01	Ellaria Sand
ep2.mov.Scene-170-IN	00	Daenerys Targaryen
ep2.mov.Scene-170-IN	01	Unknown Person____Unknown - not a face
ep2.mov.Scene-170-OUT	00	Daenerys Targaryen
ep2.mov.Scene-170-OUT	01	Unknown Person____Unknown - not a face
ep2.mov.Scene-595-IN	00	Arya Stark
ep2.mov.Scene-595-OUT	00	Arya Stark
ep2.mov.Scene-596-IN	00	Arya Stark
ep2.mov.Scene-612-OUT	00	Jon Snow
ep2.mov.Scene-613-IN	00	Sansa Stark
ep2.mov.Scene-332-OUT	00	Ellaria Sand
ep2.mov.Scene-334-IN	00	Ellaria Sand
ep2.mov.Scene-334-OUT	00	Ellaria Sand
ep2.mov.Scene-335-IN	00	Ellaria Sand
ep2.mov.Scene-335-OUT	00	Ellaria Sand
ep2.mov.Scene-336-IN	00	Ellaria Sand
ep2.mov.Scene-701-OUT	00	Arya Stark
ep2.mov.Scene-702-OUT	00	Arya Stark
ep2.mov.Scene-710-IN	00	Arya Stark
ep2.mov.Scene-412-OUT	00	Grey Worm
ep2.mov.Scene-413-IN	00	Missandei
ep2.mov.Scene-1015-OUT	00	Unknown Person
ep2.mov.Scene-1028-IN	00	Unknown Person
ep2.mov.Scene-1029-OUT	00	Yara Greyjoy
ep2.mov.Scene-1044-OUT	00	Yara Greyjoy
ep2.mov.Scene-1049-IN	00	Yara Greyjoy
ep2.mov.Scene-1049-OUT	00	Unknown Person
ep2.mov.Scene-1049-OUT	01	Euron Greyjoy
ep2.mov.Scene-097-IN	00	Daenerys Targaryen
ep2.mov.Scene-097-IN	01	Unknown Person
ep2.mov.Scene-097-IN	02	Unknown Person____Unknown - not a face
ep2.mov.Scene-097-OUT	00	Daenerys Targaryen
ep2.mov.Scene-099-IN	00	Daenerys Targaryen
ep2.mov.Scene-099-IN	01	Unknown - not a face____Unknown Person
ep2.mov.Scene-099-OUT	00	Daenerys Targaryen
ep2.mov.Scene-100-IN	00	Tyrion Lannister
ep2.mov.Scene-101-OUT	00	Daenerys Targaryen
ep2.mov.Scene-568-IN	00	Arya Stark
ep2.mov.Scene-569-IN	00	Hot Pie
ep2.mov.Scene-570-OUT	00	Arya Stark
ep2.mov.Scene-666-OUT	00	Jon Snow
ep2.mov.Scene-668-IN	00	Peytr Baelish
ep2.mov.Scene-669-IN	00	Unknown Person____Unknown - not a face
ep2.mov.Scene-669-OUT	00	Unknown Person
ep2.mov.Scene-669-OUT	01	Jon Snow
ep2.mov.Scene-731-IN	00	Ellaria Sand
ep2.mov.Scene-731-OUT	00	Ellaria Sand
ep2.mov.Scene-732-IN	00	Yara Greyjoy
ep2.mov.Scene-733-IN	00	Unknown - not a face____Unknown Person
ep2.mov.Scene-734-IN	00	Yara Greyjoy
ep2.mov.Scene-075-IN	00	Daenerys Targaryen
ep2.mov.Scene-075-OUT	00	Daenerys Targaryen
ep2.mov.Scene-076-OUT	00	Tyrion Lannister
ep2.mov.Scene-077-IN	00	Daenerys Targaryen
ep2.mov.Scene-077-OUT	00	Daenerys Targaryen
ep2.mov.Scene-079-IN	00	Daenerys Targaryen
ep2.mov.Scene-079-OUT	00	Daenerys Targaryen
ep2.mov.Scene-246-IN	00	Samwell Tarly
ep2.mov.Scene-252-IN	00	Jorah Mormont
ep2.mov.Scene-252-OUT	00	Jorah Mormont
ep2.mov.Scene-263-IN	00	Samwell Tarly
ep2.mov.Scene-1075-OUT	01	Euron Greyjoy
ep2.mov.Scene-1076-IN	00	Yara Greyjoy
ep2.mov.Scene-1076-IN	01	Unknown Person
ep2.mov.Scene-471-OUT	00	Samwell Tarly
ep2.mov.Scene-652-OUT	00	Sansa Stark
ep2.mov.Scene-653-IN	00	Jon Snow
ep2.mov.Scene-653-OUT	00	Jon Snow
ep2.mov.Scene-654-OUT	00	Lady Mormont
ep2.mov.Scene-655-OUT	00	Jon Snow
ep2.mov.Scene-521-IN	00	Samwell Tarly
ep2.mov.Scene-522-IN	00	Unknown Person
ep2.mov.Scene-523-OUT	00	Unknown Person____Unknown - not a face
ep2.mov.Scene-554-OUT	00	Unknown Person
ep2.mov.Scene-1077-OUT	00	Yara Greyjoy
ep2.mov.Scene-1078-IN	00	Yara Greyjoy
ep2.mov.Scene-1079-IN	00	Yara Greyjoy
ep2.mov.Scene-1079-OUT	00	Yara Greyjoy
ep2.mov.Scene-1079-OUT	01	Euron Greyjoy
ep2.mov.Scene-199-OUT	00	Unknown Person
ep2.mov.Scene-199-OUT	01	Cersei Lannister
ep2.mov.Scene-200-IN	00	Unknown Person
ep2.mov.Scene-200-OUT	00	Unknown Person
ep2.mov.Scene-201-OUT	00	Cersei Lannister
ep2.mov.Scene-202-IN	00	Jaime Lannister
ep2.mov.Scene-202-OUT	00	Peytr Baelish
ep2.mov.Scene-061-IN	00	Unknown - not a face____Unknown Person
ep2.mov.Scene-061-IN	01	Unknown - not a face
ep2.mov.Scene-062-IN	00	Unknown Person
ep2.mov.Scene-062-IN	01	Unknown Person
ep2.mov.Scene-062-OUT	00	Unknown Person
ep2.mov.Scene-062-OUT	01	Unknown Person____Unknown - not a face
ep2.mov.Scene-208-IN	00	Unknown Person
ep2.mov.Scene-208-IN	02	Unknown - not a face____Unknown Person
ep2.mov.Scene-209-IN	00	Cersei Lannister
ep2.mov.Scene-209-OUT	00	Cersei Lannister
ep2.mov.Scene-211-OUT	00	Unknown Person
ep2.mov.Scene-212-IN	00	Jaime Lannister
ep2.mov.Scene-212-OUT	00	Jaime Lannister
ep2.mov.Scene-105-OUT	00	Daenerys Targaryen
ep2.mov.Scene-198-IN	01	Unknown Person
ep2.mov.Scene-555-IN	00	Unknown Person
ep2.mov.Scene-555-OUT	00	Arya Stark
ep2.mov.Scene-556-IN	00	Hot Pie
ep2.mov.Scene-633-IN	00	Jon Snow
ep2.mov.Scene-633-OUT	00	Jon Snow
ep2.mov.Scene-636-IN	00	Jon Snow
ep2.mov.Scene-636-OUT	00	Jon Snow
ep2.mov.Scene-311-IN	00	Yara Greyjoy
ep2.mov.Scene-313-IN	00	Tyrion Lannister
ep2.mov.Scene-314-IN	00	Yara Greyjoy
ep2.mov.Scene-314-IN	01	Unknown Person
ep2.mov.Scene-314-OUT	00	Yara Greyjoy
ep2.mov.Scene-314-OUT	01	Unknown Person
ep2.mov.Scene-273-OUT	00	Cersei Lannister
ep2.mov.Scene-274-IN	00	Unknown Person____Unknown - not a face
ep2.mov.Scene-274-OUT	00	Unknown Person____Unknown - not a face
ep2.mov.Scene-275-IN	00	Unknown Person
ep2.mov.Scene-275-OUT	00	Unknown Person
ep2.mov.Scene-276-IN	00	Unknown Person
ep2.mov.Scene-606-OUT	00	Sansa Stark
ep2.mov.Scene-607-OUT	00	Unknown Person
ep2.mov.Scene-608-IN	00	Jon Snow
ep2.mov.Scene-608-OUT	00	Jon Snow
ep2.mov.Scene-610-IN	00	Lady Mormont
ep2.mov.Scene-355-OUT	00	Tyrion Lannister
ep2.mov.Scene-356-IN	00	Ellaria Sand
ep2.mov.Scene-356-IN	01	Theon Greyjoy
ep2.mov.Scene-356-OUT	01	Unknown Person
ep2.mov.Scene-356-OUT	02	Unknown Person____Unknown - not a face
ep2.mov.Scene-359-IN	00	Ellaria Sand
ep2.mov.Scene-453-OUT	00	Samwell Tarly
ep2.mov.Scene-455-IN	00	Samwell Tarly
ep2.mov.Scene-980-OUT	00	Unknown Person
ep2.mov.Scene-398-IN	00	Grey Worm
ep2.mov.Scene-398-OUT	00	Grey Worm
ep2.mov.Scene-053-OUT	00	Daenerys Targaryen
ep2.mov.Scene-053-OUT	01	Unknown Person
ep2.mov.Scene-055-IN	01	Unknown Person
ep2.mov.Scene-055-OUT	01	Unknown Person
ep2.mov.Scene-055-OUT	00	Daenerys Targaryen
ep2.mov.Scene-187-OUT	00	Ser Davos
ep2.mov.Scene-188-OUT	00	Jon Snow
ep2.mov.Scene-189-IN	00	Ser Davos
ep2.mov.Scene-189-OUT	00	Ser Davos
ep2.mov.Scene-197-IN	00	Cersei Lannister
ep2.mov.Scene-015-OUT	00	Unknown - not a face
ep2.mov.Scene-016-IN	00	Unknown - not a face
ep2.mov.Scene-090-IN	00	Daenerys Targaryen
ep2.mov.Scene-090-OUT	00	Daenerys Targaryen
ep2.mov.Scene-092-IN	00	Daenerys Targaryen
ep2.mov.Scene-092-OUT	00	Daenerys Targaryen
ep2.mov.Scene-093-IN	00	Brienne of Tarth
ep2.mov.Scene-093-OUT	00	Varys
ep2.mov.Scene-094-IN	00	Daenerys Targaryen
ep2.mov.Scene-739-IN	00	Yara Greyjoy
ep2.mov.Scene-741-IN	00	Yara Greyjoy
ep2.mov.Scene-741-OUT	00	Yara Greyjoy
ep2.mov.Scene-172-IN	00	Daenerys Targaryen
ep2.mov.Scene-172-IN	01	Unknown Person____Unknown - not a face
ep2.mov.Scene-172-OUT	00	Daenerys Targaryen
ep2.mov.Scene-172-OUT	01	Unknown - not a face____Unknown Person
ep2.mov.Scene-174-IN	00	Daenerys Targaryen
ep2.mov.Scene-174-IN	01	Unknown Person____Unknown - not a face
ep2.mov.Scene-483-IN	00	Unknown Person
ep2.mov.Scene-492-OUT	00	Unknown Person____Unknown - not a face
ep2.mov.Scene-496-OUT	00	Unknown Person____Unknown - not a face
ep2.mov.Scene-498-IN	00	Unknown Person
ep2.mov.Scene-498-OUT	00	Unknown Person
ep2.mov.Scene-500-IN	00	Unknown - not a face____Unknown Person
ep2.mov.Scene-710-OUT	00	Arya Stark
ep2.mov.Scene-712-IN	00	Arya Stark
ep2.mov.Scene-460-IN	00	Archmaester Ebrose
ep2.mov.Scene-461-IN	00	Samwell Tarly
ep2.mov.Scene-462-IN	00	Samwell Tarly
ep2.mov.Scene-464-IN	00	Samwell Tarly
ep2.mov.Scene-464-OUT	00	Samwell Tarly
ep2.mov.Scene-466-IN	00	Samwell Tarly
ep2.mov.Scene-137-IN	00	Cersei Lannister
ep2.mov.Scene-138-IN	00	Daenerys Targaryen
ep7.mov.Scene-649-OUT	00	Daenerys Targaryen
ep7.mov.Scene-650-IN	00	Jon Snow
ep7.mov.Scene-651-IN	00	Daenerys Targaryen
ep7.mov.Scene-651-OUT	00	Jon Snow
ep7.mov.Scene-652-IN	00	Daenerys Targaryen
ep7.mov.Scene-654-OUT	00	Daenerys Targaryen
ep7.mov.Scene-659-IN	00	Daenerys Targaryen
ep7.mov.Scene-1126-IN	00	Samwell Tarly
ep7.mov.Scene-1128-IN	00	Samwell Tarly
ep7.mov.Scene-1130-IN	00	Samwell Tarly
ep7.mov.Scene-1130-OUT	00	Samwell Tarly
ep7.mov.Scene-344-IN	00	Daenerys Targaryen
ep7.mov.Scene-344-OUT	00	Daenerys Targaryen
ep7.mov.Scene-345-IN	00	Cersei Lannister
ep7.mov.Scene-345-OUT	00	Cersei Lannister
ep7.mov.Scene-345-OUT	01	Jaime Lannister
ep7.mov.Scene-346-IN	00	Daenerys Targaryen
ep7.mov.Scene-346-OUT	00	Daenerys Targaryen
ep7.mov.Scene-347-IN	00	Cersei Lannister
ep7.mov.Scene-805-OUT	00	Theon Greyjoy____Unknown Person
ep7.mov.Scene-806-IN	00	Unknown Person
ep7.mov.Scene-366-OUT	00	the hound
ep7.mov.Scene-367-IN	00	Jaime Lannister
ep7.mov.Scene-367-OUT	00	Jaime Lannister
ep7.mov.Scene-368-IN	00	Daenerys Targaryen
ep7.mov.Scene-368-IN	01	Jorah Mormont
ep7.mov.Scene-368-IN	02	Theon Greyjoy
ep7.mov.Scene-368-IN	03	Unknown Person
ep7.mov.Scene-340-OUT	00	Daenerys Targaryen
ep7.mov.Scene-340-OUT	01	Jorah Mormont
ep7.mov.Scene-341-IN	00	Cersei Lannister
ep7.mov.Scene-341-OUT	00	Cersei Lannister
ep7.mov.Scene-342-IN	00	Daenerys Targaryen
ep7.mov.Scene-342-OUT	00	Daenerys Targaryen
ep7.mov.Scene-343-IN	00	Cersei Lannister
ep7.mov.Scene-343-OUT	00	Cersei Lannister
ep7.mov.Scene-343-OUT	01	Jaime Lannister
ep7.mov.Scene-462-OUT	00	Jaime Lannister
ep7.mov.Scene-463-IN	00	Missandei
ep7.mov.Scene-463-IN	01	Jorah Mormont
ep7.mov.Scene-463-IN	02	Unknown Person
ep7.mov.Scene-463-IN	03	Daenerys Targaryen
ep7.mov.Scene-463-IN	04	Unknown Person
ep7.mov.Scene-463-IN	05	Theon Greyjoy
ep7.mov.Scene-463-OUT	00	Missandei
ep7.mov.Scene-463-OUT	01	Unknown Person
ep7.mov.Scene-463-OUT	02	Daenerys Targaryen
ep7.mov.Scene-463-OUT	03	Jorah Mormont
ep7.mov.Scene-463-OUT	04	Theon Greyjoy
ep7.mov.Scene-463-OUT	05	Unknown Person
ep7.mov.Scene-1068-OUT	00	Jaime Lannister
ep7.mov.Scene-1069-IN	00	Cersei Lannister
ep7.mov.Scene-473-OUT	00	Cersei Lannister
ep7.mov.Scene-474-IN	00	Jon Snow
ep7.mov.Scene-475-IN	00	Cersei Lannister
ep7.mov.Scene-475-OUT	00	Cersei Lannister
ep7.mov.Scene-476-IN	00	Euron Greyjoy
ep7.mov.Scene-479-IN	00	Daenerys Targaryen
ep7.mov.Scene-684-OUT	00	Qyburn
ep7.mov.Scene-684-OUT	01	Jaime Lannister
ep7.mov.Scene-684-OUT	02	Cersei Lannister
ep7.mov.Scene-685-OUT	00	Tyrion Lannister
ep7.mov.Scene-686-IN	00	Cersei Lannister
ep7.mov.Scene-686-IN	01	Jaime Lannister
ep7.mov.Scene-686-IN	02	Qyburn
ep7.mov.Scene-411-IN	00	Daenerys Targaryen
ep7.mov.Scene-411-IN	01	Tyrion Lannister
ep7.mov.Scene-411-OUT	00	Tyrion Lannister
ep7.mov.Scene-411-OUT	01	Daenerys Targaryen
ep7.mov.Scene-412-IN	00	Tyrion Lannister
ep7.mov.Scene-412-OUT	00	Unknown Person
ep7.mov.Scene-413-IN	00	Unknown Person
ep7.mov.Scene-414-IN	00	Unknown Person____Jorah Mormont
ep7.mov.Scene-823-IN	00	Unknown Person
ep7.mov.Scene-825-IN	00	Unknown - not a face____Unknown Person
ep7.mov.Scene-825-OUT	00	Unknown Person
ep7.mov.Scene-836-OUT	00	Unknown Person
ep7.mov.Scene-836-OUT	01	Unknown Person
ep7.mov.Scene-851-IN	00	Unknown Person
ep7.mov.Scene-851-OUT	00	Unknown Person
ep7.mov.Scene-512-IN	00	Missandei
ep7.mov.Scene-512-OUT	00	Missandei
ep7.mov.Scene-512-OUT	01	Varys
ep7.mov.Scene-306-OUT	00	Varys
ep7.mov.Scene-307-IN	00	Theon Greyjoy
ep7.mov.Scene-307-IN	01	Daenerys Targaryen
ep7.mov.Scene-369-IN	00	the hound
ep7.mov.Scene-370-IN	00	Jon Snow
ep7.mov.Scene-541-OUT	00	Daenerys Targaryen
ep7.mov.Scene-541-OUT	01	Jorah Mormont
ep7.mov.Scene-542-IN	00	Jon Snow
ep7.mov.Scene-542-OUT	00	Jon Snow
ep7.mov.Scene-543-IN	00	Tyrion Lannister
ep7.mov.Scene-543-OUT	00	Tyrion Lannister
ep7.mov.Scene-544-IN	00	Jon Snow
ep7.mov.Scene-544-OUT	00	Jon Snow
ep7.mov.Scene-607-OUT	00	Tyrion Lannister
ep7.mov.Scene-608-IN	00	Cersei Lannister
ep7.mov.Scene-609-IN	00	Tyrion Lannister
ep7.mov.Scene-609-OUT	00	Tyrion Lannister
ep7.mov.Scene-610-IN	00	Cersei Lannister
ep7.mov.Scene-614-OUT	00	Cersei Lannister
ep7.mov.Scene-616-IN	00	Cersei Lannister
ep7.mov.Scene-256-OUT	00	Missandei
ep7.mov.Scene-257-IN	00	Cersei Lannister
ep7.mov.Scene-257-OUT	00	Cersei Lannister
ep7.mov.Scene-258-IN	00	Unknown Person
ep7.mov.Scene-258-OUT	00	Missandei
ep7.mov.Scene-259-IN	00	Cersei Lannister
ep7.mov.Scene-521-OUT	00	Jaime Lannister
ep7.mov.Scene-522-IN	00	Brienne of Tarth
ep7.mov.Scene-522-OUT	00	Brienne of Tarth
ep7.mov.Scene-523-IN	00	Jaime Lannister
ep7.mov.Scene-523-OUT	00	Jaime Lannister
ep7.mov.Scene-524-IN	00	Brienne of Tarth
ep7.mov.Scene-524-OUT	00	Jaime Lannister
ep7.mov.Scene-524-OUT	01	Brienne of Tarth
ep7.mov.Scene-1073-IN	00	Cersei Lannister
ep7.mov.Scene-1074-IN	00	Jaime Lannister
ep7.mov.Scene-1075-IN	00	Cersei Lannister
ep7.mov.Scene-1075-OUT	00	Cersei Lannister
ep7.mov.Scene-1077-IN	00	Cersei Lannister
ep7.mov.Scene-1077-OUT	00	Cersei Lannister
ep7.mov.Scene-1078-OUT	00	Jaime Lannister
ep7.mov.Scene-182-OUT	00	Unknown Person
ep7.mov.Scene-182-OUT	01	Bronn
ep7.mov.Scene-182-OUT	02	Unknown Person
ep7.mov.Scene-183-IN	00	Bronn
ep7.mov.Scene-183-IN	01	Unknown Person
ep7.mov.Scene-183-OUT	00	Unknown Person
ep7.mov.Scene-184-IN	00	Podrick
ep7.mov.Scene-184-IN	01	Tyrion Lannister
ep7.mov.Scene-184-OUT	00	Podrick
ep7.mov.Scene-184-OUT	01	Tyrion Lannister
ep7.mov.Scene-184-OUT	02	Unknown Person
ep7.mov.Scene-982-IN	00	Peytr Baelish
ep7.mov.Scene-982-OUT	00	Peytr Baelish
ep7.mov.Scene-985-OUT	00	Unknown Person
ep7.mov.Scene-986-IN	00	Peytr Baelish
ep7.mov.Scene-986-OUT	00	Peytr Baelish
ep7.mov.Scene-988-IN	00	Peytr Baelish
ep7.mov.Scene-988-OUT	00	Peytr Baelish
ep7.mov.Scene-616-OUT	00	Cersei Lannister
ep7.mov.Scene-617-OUT	00	Tyrion Lannister
ep7.mov.Scene-619-IN	00	Tyrion Lannister
ep7.mov.Scene-621-IN	00	Tyrion Lannister
ep7.mov.Scene-623-IN	00	Tyrion Lannister
ep7.mov.Scene-624-OUT	00	Cersei Lannister
ep7.mov.Scene-626-IN	00	Cersei Lannister
ep7.mov.Scene-218-OUT	00	the hound
ep7.mov.Scene-219-IN	00	the hound
ep7.mov.Scene-220-IN	00	Tyrion Lannister
ep7.mov.Scene-221-IN	00	the hound
ep7.mov.Scene-222-IN	00	Cersei Lannister
ep7.mov.Scene-222-IN	01	Jaime Lannister
ep7.mov.Scene-222-OUT	00	Cersei Lannister
ep7.mov.Scene-222-OUT	01	Qyburn
ep7.mov.Scene-222-OUT	02	Jaime Lannister
ep7.mov.Scene-448-OUT	00	Cersei Lannister
ep7.mov.Scene-448-OUT	01	Unknown - not a face
ep7.mov.Scene-450-OUT	00	the hound
ep7.mov.Scene-453-IN	00	Cersei Lannister
ep7.mov.Scene-453-OUT	00	Cersei Lannister
ep7.mov.Scene-454-IN	00	Daenerys Targaryen
ep7.mov.Scene-454-OUT	00	Daenerys Targaryen
ep7.mov.Scene-455-IN	00	Jon Snow
ep7.mov.Scene-1062-IN	00	Jaime Lannister
ep7.mov.Scene-1062-OUT	00	Jaime Lannister
ep7.mov.Scene-1066-IN	00	Jaime Lannister
ep7.mov.Scene-1066-OUT	00	Jaime Lannister
ep7.mov.Scene-1067-IN	00	Cersei Lannister
ep7.mov.Scene-1067-OUT	00	Cersei Lannister
ep7.mov.Scene-1068-IN	00	Jaime Lannister
ep7.mov.Scene-164-IN	00	Podrick
ep7.mov.Scene-164-OUT	00	Podrick
ep7.mov.Scene-165-IN	00	Tyrion Lannister
ep7.mov.Scene-165-OUT	00	Tyrion Lannister
ep7.mov.Scene-166-IN	00	Podrick
ep7.mov.Scene-166-OUT	00	Podrick
ep7.mov.Scene-168-IN	00	Podrick
ep7.mov.Scene-1093-OUT	00	Cersei Lannister
ep7.mov.Scene-1094-IN	00	Jaime Lannister
ep7.mov.Scene-1096-IN	00	Jaime Lannister
ep7.mov.Scene-1097-IN	00	Cersei Lannister
ep7.mov.Scene-1097-OUT	00	Cersei Lannister
ep7.mov.Scene-1101-IN	00	Jaime Lannister
ep7.mov.Scene-1101-OUT	00	Jaime Lannister
ep7.mov.Scene-176-IN	00	Brienne of Tarth
ep7.mov.Scene-176-OUT	00	Brienne of Tarth
ep7.mov.Scene-178-IN	00	Brienne of Tarth
ep7.mov.Scene-178-IN	01	the hound
ep7.mov.Scene-178-OUT	00	Brienne of Tarth
ep7.mov.Scene-178-OUT	01	the hound
ep7.mov.Scene-180-IN	00	the hound
ep7.mov.Scene-180-IN	01	Brienne of Tarth
ep7.mov.Scene-180-OUT	00	Brienne of Tarth
ep7.mov.Scene-180-OUT	01	the hound
ep7.mov.Scene-437-IN	00	Qyburn
ep7.mov.Scene-437-IN	01	Tyrion Lannister
ep7.mov.Scene-437-OUT	00	Varys
ep7.mov.Scene-438-IN	00	Jon Snow
ep7.mov.Scene-442-IN	00	Cersei Lannister
ep7.mov.Scene-442-OUT	00	Cersei Lannister
ep7.mov.Scene-443-IN	00	Jon Snow
ep7.mov.Scene-370-OUT	00	Jon Snow
ep7.mov.Scene-371-IN	00	Missandei
ep7.mov.Scene-371-IN	01	Unknown Person
ep7.mov.Scene-371-OUT	00	Missandei
ep7.mov.Scene-371-OUT	01	Tyrion Lannister
ep7.mov.Scene-372-IN	00	Cersei Lannister
ep7.mov.Scene-372-IN	01	Qyburn
ep7.mov.Scene-793-OUT	00	Theon Greyjoy
ep7.mov.Scene-794-IN	00	Unknown Person
ep7.mov.Scene-794-OUT	00	Unknown Person
ep7.mov.Scene-795-IN	00	Unknown Person
ep7.mov.Scene-798-IN	00	Unknown Person
ep7.mov.Scene-798-OUT	00	Unknown - not a face
ep7.mov.Scene-799-IN	00	Unknown - not a face
ep7.mov.Scene-116-OUT	00	Theon Greyjoy
ep7.mov.Scene-116-OUT	01	Varys
ep7.mov.Scene-116-OUT	02	Unknown Person
ep7.mov.Scene-116-OUT	03	Tyrion Lannister
ep7.mov.Scene-1170-IN	00	Arya Stark
ep7.mov.Scene-1170-OUT	00	Arya Stark
ep7.mov.Scene-1171-IN	00	Sansa Stark
ep7.mov.Scene-1171-OUT	00	Sansa Stark
ep7.mov.Scene-1172-IN	00	Sansa Stark
ep7.mov.Scene-1172-IN	01	Arya Stark
ep7.mov.Scene-418-IN	00	Jon Snow
ep7.mov.Scene-287-IN	00	Cersei Lannister
ep7.mov.Scene-287-OUT	00	Cersei Lannister
ep7.mov.Scene-289-IN	00	Theon Greyjoy____Unknown Person
ep7.mov.Scene-289-IN	01	Jorah Mormont
ep7.mov.Scene-289-IN	02	Tyrion Lannister
ep7.mov.Scene-289-OUT	00	Jorah Mormont
ep7.mov.Scene-289-OUT	01	Daenerys Targaryen
ep7.mov.Scene-289-OUT	02	Tyrion Lannister
ep7.mov.Scene-289-OUT	03	Unknown Person
ep7.mov.Scene-289-OUT	04	Missandei
ep7.mov.Scene-273-OUT	00	Cersei Lannister
ep7.mov.Scene-273-OUT	01	Qyburn
ep7.mov.Scene-1159-IN	00	Ned Stark
ep7.mov.Scene-1159-OUT	00	Ned Stark____Unknown Person
ep7.mov.Scene-1165-OUT	00	Sansa Stark
ep7.mov.Scene-1165-OUT	01	Arya Stark
ep7.mov.Scene-1166-IN	00	Arya Stark
ep7.mov.Scene-1166-IN	01	Sansa Stark
ep7.mov.Scene-1166-OUT	00	Sansa Stark
ep7.mov.Scene-1167-IN	00	Sansa Stark
ep7.mov.Scene-1069-OUT	00	Cersei Lannister
ep7.mov.Scene-1070-IN	00	Jaime Lannister
ep7.mov.Scene-1070-OUT	00	Jaime Lannister
ep7.mov.Scene-1072-IN	00	Jaime Lannister
ep7.mov.Scene-1110-IN	00	Unknown - not a face
ep7.mov.Scene-1118-IN	00	Samwell Tarly
ep7.mov.Scene-1118-OUT	00	Samwell Tarly
ep7.mov.Scene-1119-IN	00	Unknown - not a face____Bran Stark
ep7.mov.Scene-1120-IN	00	Samwell Tarly
ep7.mov.Scene-1120-OUT	00	Samwell Tarly
ep7.mov.Scene-1122-IN	00	Samwell Tarly
ep7.mov.Scene-770-OUT	00	Unknown Person
ep7.mov.Scene-770-OUT	01	Unknown Person
ep7.mov.Scene-770-OUT	02	Unknown Person
ep7.mov.Scene-770-OUT	03	Unknown Person
ep7.mov.Scene-770-OUT	04	Unknown Person
ep7.mov.Scene-770-OUT	05	Unknown Person
ep7.mov.Scene-771-IN	00	Theon Greyjoy
ep7.mov.Scene-067-IN	00	Bronn
ep7.mov.Scene-067-OUT	00	Bronn
ep7.mov.Scene-069-IN	00	Bronn
ep7.mov.Scene-071-OUT	00	Bronn
ep7.mov.Scene-250-IN	00	the hound
ep7.mov.Scene-253-IN	00	Jaime Lannister
ep7.mov.Scene-253-OUT	00	Cersei Lannister
ep7.mov.Scene-253-OUT	01	Jaime Lannister
ep7.mov.Scene-255-IN	00	Cersei Lannister
ep7.mov.Scene-255-IN	01	Jaime Lannister
ep7.mov.Scene-255-OUT	00	Cersei Lannister
ep7.mov.Scene-255-OUT	01	Jaime Lannister
ep7.mov.Scene-256-IN	00	Missandei
ep7.mov.Scene-677-IN	00	Jon Snow
ep7.mov.Scene-677-IN	01	Daenerys Targaryen
ep7.mov.Scene-677-OUT	00	Jon Snow
ep7.mov.Scene-677-OUT	01	Daenerys Targaryen
ep7.mov.Scene-678-IN	00	Tyrion Lannister
ep7.mov.Scene-678-OUT	00	Tyrion Lannister
ep7.mov.Scene-043-OUT	00	Grey Worm____Unknown Person
ep7.mov.Scene-057-IN	00	Unknown - not a face
ep7.mov.Scene-065-IN	00	Bronn
ep7.mov.Scene-065-OUT	00	Bronn
ep7.mov.Scene-545-OUT	00	Tyrion Lannister
ep7.mov.Scene-546-IN	00	Daenerys Targaryen
ep7.mov.Scene-546-IN	01	Jorah Mormont
ep7.mov.Scene-546-OUT	00	Jorah Mormont
ep7.mov.Scene-546-OUT	01	Daenerys Targaryen
ep7.mov.Scene-151-IN	00	Unknown Person
ep7.mov.Scene-151-OUT	00	Unknown Person
ep7.mov.Scene-152-IN	00	Unknown Person
ep7.mov.Scene-152-IN	01	Unknown Person
